name,info
Dynamic Effort: Upper Body,"[{'exercise': 'Barbell Close-Grip Bench Press', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': '1-Arm Standing Cable Row -Lunge', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Active Single-Leg Lowering', 'sets': 3, 'reps': [6, 6, 6]}, {'exercise': 'Lying Thoracic Mobility', 'sets': 3, 'reps': [10, 10, 10]}]"
Max: Effort Lower Body 1,"[{'exercise': 'Barbell Front Squat', 'sets': 2, 'reps': [8, 8]}, {'exercise': 'Half-Kneeling Lift', 'sets': 2, 'reps': [6, 6]}, {'exercise': 'Spiderman Stretch', 'sets': 2, 'reps': [5, 5]}]"
Max Effort: Lower Body 2,"[{'exercise': 'DB Bulgarian Split Squat', 'sets': 2, 'reps': [5, 5]}, {'exercise': 'Half-Kneeling Lift', 'sets': 2, 'reps': [8, 8]}, {'exercise': 'Hipflexors', 'sets': 2, 'reps': [5, 5]}]"
Rep: Effort: Upper Body,"[{'exercise': 'DB Bench Press', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': '1-Arm Standing Cable Row -Lunge', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Chinup', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Wall Angel', 'sets': 3, 'reps': [10, 10, 10]}]"
hex bar,"[{'exercise': 'Hex Bar Deadlift', 'sets': 3, 'reps': [5, 5, 5]}]"
Bench Press,"[{'exercise': 'DB Bench Press', 'sets': 3, 'reps': [5, 5, 0]}]"
Strength Lifts,"[{'exercise': 'Barbell Back Squat', 'sets': 3, 'reps': [5, 5, 0]}, {'exercise': 'DB Bench Press', 'sets': 3, 'reps': [5, 5, 0]}]"
Tracking,"[{'exercise': 'Barbell Back Squat', 'sets': 3, 'reps': [5, 5, 0]}, {'exercise': 'DB Bench Press', 'sets': 3, 'reps': [5, 5, 0]}]"
Dynamic Effort: Lower Body 1,"[{'exercise': 'Barbell Front Squat', 'sets': 4, 'reps': [3, 3, 3, 3]}, {'exercise': 'Tuck Jump', 'sets': 1, 'reps': [5]}, {'exercise': 'Jumping Lunge', 'sets': 1, 'reps': [3]}, {'exercise': 'Lateral Bound', 'sets': 1, 'reps': [3]}, {'exercise': 'Tuck Jump', 'sets': 1, 'reps': [5]}, {'exercise': 'Jumping Lunge', 'sets': 1, 'reps': [3]}, {'exercise': 'Lateral Bound', 'sets': 2, 'reps': [3, 3]}, {'exercise': 'Jumping Lunge', 'sets': 1, 'reps': [3]}, {'exercise': 'Tuck Jump', 'sets': 1, 'reps': [5]}, {'exercise': 'SB W, Y, T', 'sets': 3, 'reps': [10, 10, 10]}]"
Soft Tissue,"[{'exercise': 'Foam Roll - Chest/Shoulders', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Rhomboids/Back', 'sets': 1, 'reps': [0]}, {'exercise': 'Foam Roll - Lats', 'sets': 1, 'reps': [0]}]"
Rep Effort: Upper Body (optional),"[{'exercise': 'Pushup', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'Chinup', 'sets': 1, 'reps': [6]}, {'exercise': '1-Arm DB Row', 'sets': 1, 'reps': [10]}, {'exercise': 'Wall Angel', 'sets': 2, 'reps': [10, 10]}, {'exercise': '1-Arm DB Row', 'sets': 1, 'reps': [10]}, {'exercise': 'Chinup', 'sets': 1, 'reps': [6]}, {'exercise': 'Pushup', 'sets': 1, 'reps': [10]}, {'exercise': 'Chinup', 'sets': 1, 'reps': [6]}, {'exercise': '1-Arm DB Row', 'sets': 1, 'reps': [10]}, {'exercise': 'Wall Angel', 'sets': 1, 'reps': [10]}]"
Shoulder Restoration,"[{'exercise': 'Dowel Lying Thoracic Mobility - Recovery', 'sets': 2, 'reps': [15, 15]}, {'exercise': 'SB W, Y, T', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'SB Lying Posterior Raises', 'sets': 2, 'reps': [10, 10]}]"
Rep Effort: Upper Body (Option),"[{'exercise': 'Pushup', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'Chinup', 'sets': 1, 'reps': [6]}, {'exercise': '1-Arm DB Row', 'sets': 1, 'reps': [10]}, {'exercise': 'Wall Angel', 'sets': 2, 'reps': [10, 10]}, {'exercise': '1-Arm DB Row', 'sets': 1, 'reps': [10]}, {'exercise': 'Chinup', 'sets': 1, 'reps': [6]}, {'exercise': 'Pushup', 'sets': 1, 'reps': [10]}, {'exercise': 'Chinup', 'sets': 1, 'reps': [6]}, {'exercise': '1-Arm DB Row', 'sets': 1, 'reps': [10]}, {'exercise': 'Wall Angel', 'sets': 1, 'reps': [10]}]"
Shoulder Care (optional),"[{'exercise': 'Dowel Lying Thoracic Mobility - Recovery', 'sets': 2, 'reps': [15, 15]}, {'exercise': 'DB Bent-Over 90/90-Press', 'sets': 1, 'reps': [10]}, {'exercise': 'SB Lying Posterior Raises', 'sets': 1, 'reps': [10]}, {'exercise': 'DB Bent-Over 90/90-Press', 'sets': 1, 'reps': [10]}, {'exercise': 'SB Lying Posterior Raises', 'sets': 1, 'reps': [10]}]"
Total Body,"[{'exercise': 'Hex Bar Deadlift', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'SB Crunch', 'sets': 3, 'reps': [20, 20, 20]}, {'exercise': 'Front Bridge', 'sets': 3, 'reps': [0, 0, 0]}, {'exercise': 'Back Bridge', 'sets': 3, 'reps': [10, 10, 0]}]"
Max Effort: Total Body 1-Complex Training,"[{'exercise': 'Hex Bar Deadlift', 'sets': 5, 'reps': [5, 5, 3, 3, 3]}, {'exercise': 'Spiderman Stretch', 'sets': 2, 'reps': [3, 3]}, {'exercise': 'Banded Back Bridge - Hip Raise', 'sets': 2, 'reps': [8, 8]}, {'exercise': 'Vertical Jump', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Half-Kneeling Chop', 'sets': 3, 'reps': [8, 8, 8]}]"
Max Effort: Lower Body 1- Complex Training,"[{'exercise': 'DB Bulgarian Split Squat', 'sets': 5, 'reps': [5, 3, 5, 5, 0]}, {'exercise': 'Hipflexors', 'sets': 2, 'reps': [3, 3]}, {'exercise': 'Banded Back Bridge - Hip Raise', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'Vertical Jump', 'sets': 3, 'reps': [3, 3, 3]}, {'exercise': 'Half-Kneeling Lift', 'sets': 3, 'reps': [8, 8, 8]}]"
Block 2- Lower Body Priority,"[{'exercise': 'Barbell Front Squat', 'sets': 3, 'reps': [10, 10, 0]}, {'exercise': 'Active Single-Leg Lowering', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Pigeon stretch (chest down)', 'sets': 3, 'reps': [0, 0, 0]}, {'exercise': 'Lateral Lunge', 'sets': 3, 'reps': [30, 30, 30]}]"
Block 3 - Lower Auxillary,"[{'exercise': 'Barbell RDL', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'SB Hamstring Curl', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': '5-point Lunge Series', 'sets': 3, 'reps': [3, 3, 3]}]"
Block 1-Lower Body Dynamic Effort,"[{'exercise': 'Barbell Hang Clean Pull', 'sets': 2, 'reps': [5, 5]}, {'exercise': 'Band Anti-Rotation', 'sets': 1, 'reps': [0]}, {'exercise': 'Pike Calf/Hamstring stretch', 'sets': 1, 'reps': [0]}, {'exercise': 'Back Bridge', 'sets': 2, 'reps': [0, 0]}, {'exercise': 'Pike Calf/Hamstring stretch', 'sets': 1, 'reps': [0]}, {'exercise': 'Band Anti-Rotation', 'sets': 1, 'reps': [0]}, {'exercise': 'Barbell Hang Clean Pull', 'sets': 1, 'reps': [5]}, {'exercise': 'Band Anti-Rotation', 'sets': 1, 'reps': [0]}, {'exercise': 'Pike Calf/Hamstring stretch', 'sets': 1, 'reps': [20]}, {'exercise': 'Back Bridge', 'sets': 1, 'reps': [30]}]"
Block 2- Upper Body- Auxillary,"[{'exercise': 'Chinup', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Foam Roll - Lats', 'sets': 1, 'reps': [0]}, {'exercise': 'Side Bridge', 'sets': 2, 'reps': [0, 0]}, {'exercise': 'Foam Roll - Lats', 'sets': 1, 'reps': [0]}, {'exercise': 'DB Lying Prone Row', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Foam Roll - Lats', 'sets': 1, 'reps': [0]}, {'exercise': 'Side Bridge', 'sets': 1, 'reps': [0]}]"
RepEffort: Total Body,"[{'exercise': '1-Leg DB SLDL', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'MB Rotational Throwdown', 'sets': 2, 'reps': [8, 8]}, {'exercise': 'SB W, Y, T', 'sets': 2, 'reps': [10, 10]}]"
Rep Effort Lower Body,"[{'exercise': 'DB RDL', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'Banded Back Bridge - Hip Raise', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'Active Single-Leg Lowering', 'sets': 2, 'reps': [6, 6]}]"
MaxEffort: Upper Body,"[{'exercise': 'Barbell Bench Press', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Hammer-Grip Pullup', 'sets': 3, 'reps': [6, 6, 6]}, {'exercise': '1-Arm DB Row', 'sets': 3, 'reps': [12, 12, 12]}, {'exercise': 'Wall Angel', 'sets': 3, 'reps': [10, 10, 10]}]"
Tier 1: Lower Body Pull Max Effort,"[{'exercise': 'Hex Bar Deadlift', 'sets': 1, 'reps': [0]}, {'exercise': 'Active Single-Leg Lowering', 'sets': 1, 'reps': [0]}]"
Tier 1: Upper Body: Max Effort,"[{'exercise': 'SB Pike-up', 'sets': 1, 'reps': [0]}]"
Tier 2: Lower Body Push Dynamic Effort,"[{'exercise': 'Barbell Speed Front Squat', 'sets': 1, 'reps': [0]}, {'exercise': 'Tuck Jump', 'sets': 1, 'reps': [0]}, {'exercise': 'Lateral Bound', 'sets': 1, 'reps': [0]}]"
Tier 3: Upper Body Repeat Effort,"[{'exercise': 'Pushup', 'sets': 1, 'reps': [0]}, {'exercise': 'Chinup', 'sets': 1, 'reps': [0]}, {'exercise': '1-Arm DB Row', 'sets': 1, 'reps': [0]}, {'exercise': 'Standing 1-Arm Lat Stretch', 'sets': 1, 'reps': [0]}]"
Tier 2: Upper Body Dynamic Effort,"[{'exercise': 'DB Bench Press', 'sets': 1, 'reps': [0]}]"
Tier 3: Lower Body Pull Repeat Effort,"[{'exercise': 'Barbell RDL', 'sets': 1, 'reps': [0]}, {'exercise': 'SB Hamstring Curl', 'sets': 1, 'reps': [0]}]"
Mobility,"[{'exercise': 'Spiderman Stretch', 'sets': 3, 'reps': [0, 0, 0]}, {'exercise': 'Cat / Dog', 'sets': 3, 'reps': [10, 10, 10]}]"
Strength,"[{'exercise': 'BW Squat', 'sets': 3, 'reps': [15, 15, 15]}, {'exercise': '1-Leg SLDL', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Pushup', 'sets': 3, 'reps': [10, 10, 10]}]"
Trunk / Core,"[{'exercise': 'Front Bridge', 'sets': 3, 'reps': [6, 6, 6]}, {'exercise': 'Side Bridge', 'sets': 3, 'reps': [6, 6, 6]}]"
Total Body: Dynamic,"[{'exercise': 'Tuck Jump', 'sets': 1, 'reps': [0]}, {'exercise': 'Active Single-Leg Lowering', 'sets': 1, 'reps': [0]}]"
Upper Body: Max Strength,"[{'exercise': 'Barbell Bench Press', 'sets': 1, 'reps': [0]}]"
Lower Body: Triphasic Effort,"[{'exercise': 'Box Jump', 'sets': 1, 'reps': [0]}]"
Total Body: Triphasic,"[{'exercise': 'Barbell Hang Clean High Pull', 'sets': 1, 'reps': [0]}]"
Upper Body: BW Endurance,"[{'exercise': 'Pullup', 'sets': 1, 'reps': [0]}, {'exercise': 'Rings - 3-Way Row', 'sets': 1, 'reps': [0]}]"
Total Body: Endurance,"[{'exercise': 'Barbell RDL', 'sets': 1, 'reps': [0]}]"
Lower Body: Endurance,"[{'exercise': 'Slideboard Slides', 'sets': 1, 'reps': [0]}]"
Lower Body: Max Strength,"[{'exercise': 'Barbell Back Squat', 'sets': 6, 'reps': [3, 3, 2, 2, 1, 2]}]"
Lower Body 2,"[{'exercise': '1-Leg DB SLDL', 'sets': 2, 'reps': [5, 5]}, {'exercise': 'SB Hamstring Curl', 'sets': 1, 'reps': [10]}, {'exercise': 'Active Single-Leg Lowering', 'sets': 3, 'reps': [5, 5, 5]}]"
Power,"[{'exercise': 'SB Pike-up', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Tuck Jump', 'sets': 2, 'reps': [5, 5]}, {'exercise': 'Lateral Bound', 'sets': 2, 'reps': [3, 3]}]"
Max Effort: Total Body-Deadlift,"[{'exercise': 'Active Single-Leg Lowering', 'sets': 3, 'reps': [6, 6, 6]}, {'exercise': 'Half-Kneeling Chop', 'sets': 3, 'reps': [8, 8, 8]}]"
Max Effort: Lower Body-Back Squat,"[{'exercise': 'Barbell Back Squat', 'sets': 6, 'reps': [3, 3, 2, 2, 1, 2]}, {'exercise': 'Half-Kneeling Lift', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': 'Pigeon stretch (chest up)', 'sets': 3, 'reps': [6, 6, 6]}]"
Eccentric Effort: Lower Body,"[{'exercise': 'Half-Kneeling Lift', 'sets': 3, 'reps': [8, 8, 8]}]"
Shoulder / T-Spine,"[{'exercise': 'Lying Thoracic Mobility - Squeeze', 'sets': 2, 'reps': [6, 6]}, {'exercise': 'Kneeling Thoracic Mobility', 'sets': 1, 'reps': [6]}, {'exercise': 'SB W, Y, T', 'sets': 1, 'reps': [10]}, {'exercise': 'Side Lying DB External Rotation', 'sets': 1, 'reps': [10]}, {'exercise': 'Wall Angel', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'Side Lying DB External Rotation', 'sets': 1, 'reps': [10]}, {'exercise': 'SB W, Y, T', 'sets': 1, 'reps': [10]}, {'exercise': 'Kneeling Thoracic Mobility', 'sets': 1, 'reps': [6]}, {'exercise': 'SB W, Y, T', 'sets': 1, 'reps': [10]}, {'exercise': 'Side Lying DB External Rotation', 'sets': 1, 'reps': [10]}, {'exercise': 'Wall Angel', 'sets': 1, 'reps': [10]}]"
Hip & Ankle,"[{'exercise': 'Monster Walks - continuous', 'sets': 2, 'reps': [15, 15]}, {'exercise': 'Banded Clamshell', 'sets': 1, 'reps': [10]}, {'exercise': 'Back Bridge - March', 'sets': 1, 'reps': [12]}, {'exercise': 'Side Bridge - Leg Raise', 'sets': 2, 'reps': [2, 2]}, {'exercise': '3-Point Lunge Series', 'sets': 1, 'reps': [3]}, {'exercise': '1-Leg SLDL', 'sets': 1, 'reps': [0]}, {'exercise': 'Banded Clamshell', 'sets': 1, 'reps': [10]}, {'exercise': 'Back Bridge - March', 'sets': 1, 'reps': [12]}, {'exercise': 'Side Bridge - Leg Raise', 'sets': 2, 'reps': [2, 2]}, {'exercise': '3-Point Lunge Series', 'sets': 1, 'reps': [3]}, {'exercise': '1-Leg SLDL', 'sets': 1, 'reps': [0]}]"
"Dynamic Effort"" Total Body","[{'exercise': 'Slideboard Slides', 'sets': 3, 'reps': [10, 10, 10]}]"
Dynamic Effort: Total Body baseball,"[{'exercise': 'Broad Jump', 'sets': 3, 'reps': [3, 3, 3]}]"
Auxillary Training,"[{'exercise': 'DB Bicep Curl', 'sets': 1, 'reps': [10]}]"
Upper Body Triphasic,"[{'exercise': '1-Arm DB Row', 'sets': 4, 'reps': [12, 12, 12, 12]}]"
Upper Body Max Effort,"[{'exercise': 'Seated Cable Row', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Plyos- Long Response,"[{'exercise': 'Tuck Jump', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Lateral Bound', 'sets': 3, 'reps': [3, 3, 3]}]"
Lower Body Auxillary,"[{'exercise': 'DB Stepup', 'sets': 1, 'reps': [0]}]"
Dynamic Effort Lower Body,"[{'exercise': 'Box Jump', 'sets': 1, 'reps': [0]}, {'exercise': 'Lateral Bound', 'sets': 1, 'reps': [0]}]"
Rep Effort: Full Body,"[{'exercise': 'Chinup', 'sets': 2, 'reps': [6, 6]}]"
Eccentric Effort: Lower Body 2,"[{'exercise': 'Half-Kneeling Lift', 'sets': 2, 'reps': [8, 8]}]"
Concentric Effort: Lower Body 2,"[{'exercise': 'Half-Kneeling Lift', 'sets': 2, 'reps': [8, 8]}]"
Lower Body Tier 2,"[{'exercise': 'Tuck Jump', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Lateral Bound', 'sets': 3, 'reps': [3, 3, 3]}]"
Upper Body: Tier 3,"[{'exercise': 'Pushup', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': '1-Arm DB Row', 'sets': 3, 'reps': [15, 15, 15]}, {'exercise': 'Chinup', 'sets': 3, 'reps': [6, 6, 6]}]"
Upper Auxillary,"[{'exercise': 'Barbell Bicep Curl', 'sets': 2, 'reps': [10, 10]}]"
RepEffort: Upper Body,"[{'exercise': 'DB Bench Press', 'sets': 3, 'reps': [5, 5, 5]}]"
Concentric Effort: Lower Body,"[{'exercise': 'Band Barbell Back Squat', 'sets': 5, 'reps': [3, 3, 3, 3, 3]}]"
MB Core Basic,"[{'exercise': 'MB Russian Twists', 'sets': 3, 'reps': [12, 12, 12]}]"
Lower Body--Strength-L1,"[{'exercise': 'Spiderman Stretch', 'sets': 2, 'reps': [5, 5]}]"
Total Body- Oly L1,"[{'exercise': 'Active Single-Leg Lowering', 'sets': 2, 'reps': [8, 8]}]"
Upper Body-Strength-bodyweight-L1,"[{'exercise': 'Pushup', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Chinup', 'sets': 3, 'reps': [8, 8, 8]}]"
Block 4 - Shoulder Health 2,"[{'exercise': 'Side Lying DB External Rotation', 'sets': 3, 'reps': [15, 15, 15]}]"
Tier 1--Total Body- Oly L2,"[{'exercise': 'Active Single-Leg Lowering', 'sets': 2, 'reps': [8, 8]}]"
Tier 2--Lower Body-Squat,"[{'exercise': 'Barbell Front Squat', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Tier 3--Upper Body,"[{'exercise': 'Pushup', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Reverse Hyper', 'sets': 2, 'reps': [15, 15]}]"
Tier 3--Lower Body,"[{'exercise': 'Barbell RDL', 'sets': 3, 'reps': [8, 8, 8]}, {'exercise': '1-KB Stepup', 'sets': 3, 'reps': [6, 6, 6]}]"
Block 4 - Shoulder Health 1,"[{'exercise': 'Band T Series', 'sets': 2, 'reps': [10, 10]}]"
Lower Body Unilateral Effort,"[{'exercise': 'DB Split Squat', 'sets': 3, 'reps': [12, 12, 12]}, {'exercise': 'Plate Lateral Lunge -2- Press', 'sets': 3, 'reps': [10, 10, 10]}]"
Upper Body Unilateral Effort,"[{'exercise': 'Pullup', 'sets': 3, 'reps': [8, 8, 8]}]"
Upper Body Bilateral Effort,"[{'exercise': 'DB Bench Press', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'DB Lying Prone Row', 'sets': 3, 'reps': [10, 10, 10]}]"
Upper Body Accessory Finish,"[{'exercise': 'Tricep Rope Extension', 'sets': 3, 'reps': [15, 15, 15]}, {'exercise': 'Straight-Arm Lat Pulldown', 'sets': 3, 'reps': [15, 15, 15]}, {'exercise': 'DB Bicep Curl', 'sets': 3, 'reps': [10, 10, 10]}]"
Rep Effort: Lower Body Lunge,"[{'exercise': 'Barbell RDL', 'sets': 2, 'reps': [10, 10]}]"
Block 2- Upper Body,"[{'exercise': 'Barbell Bench Press', 'sets': 3, 'reps': [8, 8, 8]}]"
Block 2 --Lower Body,"[{'exercise': 'Barbell Back Squat', 'sets': 3, 'reps': [5, 5, 5]}]"
Block 3--Upper Body,"[{'exercise': 'Standing DB Military Press', 'sets': 2, 'reps': [8, 8]}, {'exercise': 'Chinup', 'sets': 2, 'reps': [8, 8]}, {'exercise': 'Wall Angel', 'sets': 2, 'reps': [8, 8]}]"
Shoulder Care- 1,"[{'exercise': 'Band T Series', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'Band External Rotation', 'sets': 2, 'reps': [15, 15]}]"
Lateral Hip Strength,"[{'exercise': 'Clamshell', 'sets': 2, 'reps': [0, 0]}]"
7 way hip,"[{'exercise': 'Clamshell', 'sets': 2, 'reps': [0, 0]}]"
Lower Body Power,"[{'exercise': 'Tuck Jump', 'sets': 3, 'reps': [5, 5, 5]}, {'exercise': 'Lateral Bound', 'sets': 3, 'reps': [3, 3, 3]}]"
Auxillary-Upper Body,"[{'exercise': 'DB Bicep Curl', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'Tricep Dips (Bench)', 'sets': 3, 'reps': [15, 15, 15]}]"
Lower Body-Knee Dominant,"[{'exercise': 'Barbell Back Squat', 'sets': 2, 'reps': [5, 5]}]"
Upper Body Push Pull,"[{'exercise': 'Barbell Bench Press', 'sets': 1, 'reps': [5]}, {'exercise': '1-Arm DB Row', 'sets': 1, 'reps': [0]}]"
Ancillary - Upper Body,"[{'exercise': 'Barbell Bicep Curl', 'sets': 2, 'reps': [10, 10]}, {'exercise': 'Tricep Dips (Bench)', 'sets': 2, 'reps': [10, 10]}]"
Max Effort: Lower Body-Pull,"[{'exercise': 'Half-Kneeling Lift', 'sets': 2, 'reps': [10, 10]}]"
Block 4 - Ancillary,"[{'exercise': 'Barbell RDL', 'sets': 1, 'reps': [0]}, {'exercise': 'Chinup', 'sets': 1, 'reps': [0]}]"
Block 3 - Upper Body,"[{'exercise': 'DB Bench Press', 'sets': 1, 'reps': [0]}]"
5 3 2 RM,"[{'exercise': 'Barbell Back Squat', 'sets': 9, 'reps': [5, 5, 5, 5, 5, 5, 5, 5, 5]}]"
3 RM,"[{'exercise': 'Barbell Back Squat', 'sets': 9, 'reps': [3, 3, 3, 3, 3, 3, 3, 3, 3]}]"
2 RM,"[{'exercise': 'Barbell Back Squat', 'sets': 9, 'reps': [2, 2, 2, 2, 2, 2, 2, 2, 2]}]"
5 RM,"[{'exercise': 'Barbell Back Squat', 'sets': 8, 'reps': [5, 5, 5, 5, 5, 5, 5, 5]}]"
posterior chain / Auxillary,"[{'exercise': 'Barbell RDL', 'sets': 2, 'reps': [10, 10]}]"
Posterior Chain,"[{'exercise': 'Barbell RDL', 'sets': 2, 'reps': [10, 10]}]"
Ancillary -,"[{'exercise': 'Pullup', 'sets': 1, 'reps': [25]}]"
A Series - Squat / V-Press,"[{'exercise': 'Barbell Back Squat', 'sets': 3, 'reps': [5, 5, 5]}]"
B Series - Hinge/ V-Pull,"[{'exercise': 'Chinup', 'sets': 2, 'reps': [8, 8]}]"
Upper Body - Press (optional),"[{'exercise': '1-Arm DB Row', 'sets': 3, 'reps': [15, 15, 15]}]"
Explosive,"[{'exercise': 'Lateral Bound', 'sets': 3, 'reps': [4, 4, 4]}]"
Block 0- Shoulder Health 2,"[{'exercise': 'Side Lying DB External Rotation', 'sets': 2, 'reps': [15, 15]}]"
Upper Body Ancillary,"[{'exercise': 'DB Bicep Curl', 'sets': 3, 'reps': [8, 8, 8]}]"
Upper Body Ancillary 2,"[{'exercise': 'Barbell Bicep Curl', 'sets': 3, 'reps': [8, 6, 10]}]"
Med Ball Series,"[{'exercise': 'MB Chest Pass', 'sets': 3, 'reps': [10, 10, 10]}]"
Upper Body Secondary,"[{'exercise': 'Pullup', 'sets': 3, 'reps': [0, 0, 8]}]"
Lower Body Pull,"[{'exercise': 'Barbell Back Squat', 'sets': 2, 'reps': [5, 5]}]"
Upper Body Eccentric,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [5, 5, 5, 5]}]"
Upper Body Max Strength,"[{'exercise': 'DB Bench Press', 'sets': 5, 'reps': [5, 4, 3, 3, 3]}]"
Upper Body Hypertrophy,"[{'exercise': 'Pushup', 'sets': 1, 'reps': [100]}, {'exercise': 'Pullup', 'sets': 1, 'reps': [40]}]"
Lower Body Hypertrophy,"[{'exercise': 'DB Walking Lunge', 'sets': 1, 'reps': [0]}, {'exercise': 'Barbell RDL', 'sets': 3, 'reps': [10, 10, 10]}, {'exercise': 'DB Walking Lunge', 'sets': 2, 'reps': [0, 0]}]"
C Series,"[{'exercise': 'Chinup', 'sets': 1, 'reps': [30]}]"
B Series,"[{'exercise': 'Barbell Front Squat', 'sets': 4, 'reps': [10, 10, 10, 10]}]"
Vertical Jump,"[{'exercise': 'Vertical Jump', 'sets': 1, 'reps': [0]}]"
Upper Body French Contrast Max Effort A,"[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': [4, 4, 2, 2, 2, 0]}, {'exercise': 'Clap Pushup', 'sets': 6, 'reps': [0, 0, 6, 6, 6, 6]}]"
Lower Body French Contrast Max Effort A,"[{'exercise': 'Barbell Front Squat', 'sets': 6, 'reps': [5, 3, 2, 1, 1, 2]}]"
Posterior Auxillary,"[{'exercise': '1-Arm DB Row', 'sets': 3, 'reps': [6, 6, 6]}, {'exercise': 'Barbell RDL', 'sets': 3, 'reps': [5, 5, 5]}]"
Dynamic Warm Up,"[{'exercise': 'Tuck Jump', 'sets': 1, 'reps': [5]}]"
Max Effort Lower Body French Contrast,"[{'exercise': 'Barbell Front Squat', 'sets': 7, 'reps': [5, 3, 2, 1, 1, 1, 1]}]"
Max Effort Upper Body Contrast,"[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': [5, 3, 3, 2, 2, 2]}, {'exercise': 'MB Chest Pass', 'sets': 6, 'reps': [0, 0, 5, 5, 5, 5]}, {'exercise': 'Plyo Pushup', 'sets': 6, 'reps': [0, 0, 5, 5, 5, 5]}]"
Eccentric Lower Body French Contrast 1,"[{'exercise': 'Barbell Front Squat', 'sets': 6, 'reps': [5, 3, 3, 3, 3, 3]}]"
Eccentric Upper Body Contrast 1,"[{'exercise': 'Barbell Bench Press', 'sets': 1, 'reps': [0]}, {'exercise': 'MB Chest Pass', 'sets': 1, 'reps': [0]}]"
Full Body Pulling / Posterior Chain,"[{'exercise': 'Barbell RDL', 'sets': 2, 'reps': [5, 5]}]"
Eccentric Auxillary,"[{'exercise': 'Barbell RDL', 'sets': 3, 'reps': [8, 8, 8]}]"
Eccentric Upper Body Horizontal,"[{'exercise': 'Barbell Bench Press', 'sets': 5, 'reps': [5, 3, 8, 8, 0]}]"
Upper Body Vertical,"[{'exercise': 'Chinup', 'sets': 3, 'reps': [5, 5, 5]}]"
Upper Body Aux,"[{'exercise': 'Barbell Bicep Curl', 'sets': 3, 'reps': [10, 10, 10]}]"
Eccentric Posterior Chain,"[{'exercise': 'Reverse Hyper', 'sets': 3, 'reps': [10, 10, 10]}]"
High Velocity Lower Body,"[{'exercise': 'Box Jump', 'sets': 5, 'reps': [5, 5, 5, 5, 5]}]"
Speed Upper Body Contrast,"[{'exercise': 'Barbell Bench Press', 'sets': 4, 'reps': [5, 3, 3, 2]}, {'exercise': '1-Arm DB Row', 'sets': 3, 'reps': [12, 12, 12]}]"
Max Effort Upper Body Horizontal,"[{'exercise': 'Barbell Bench Press', 'sets': 6, 'reps': [5, 3, 3, 2, 2, 2]}]"
Upper Body Work Capacity,"[{'exercise': 'Chinup', 'sets': 1, 'reps': [40]}]"
Iso Lower Body French Contrast 1,"[{'exercise': 'Barbell Front Squat', 'sets': 6, 'reps': [5, 5, 3, 4, 4, 3]}, {'exercise': 'Box Jump', 'sets': 6, 'reps': [0, 0, 0, 5, 5, 5]}]"
Isometric Upper Body Contrast 1,"[{'exercise': 'DB Bench Press', 'sets': 4, 'reps': [4, 4, 0, 0]}, {'exercise': 'MB Chest Pass', 'sets': 4, 'reps': [8, 8, 0, 0]}]"
Lower Body EZ Strength,"[{'exercise': 'Box Jump', 'sets': 2, 'reps': [5, 5]}]"
